id,kk_id,nik,nama_lengkap,tempat_lahir,tgl_lahir,jenis_kelamin,gol_darah,agama,status_kawin,shdk,pendidikan,pekerjaan,nama_ayah,nama_ibu,status_dasar,catatan
penduduk-498,kk-97,32010145130498,Sari Rahayu,Bogor,1986-05-15,PEREMPUAN,AB,KRISTEN,KAWIN,ISTRI,SMP / SEDERAJAT,PNS,Ayah Sari,Ibu Sari,HIDUP,
penduduk-499,kk-97,32010105640499,Rudi Sari,Bogor,1958-02-06,LAKI-LAKI,B,KRISTEN,KAWIN,ORANG TUA,S3,Petani,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-500,kk-98,32010140680500,Omar Santoso,Bogor,2021-04-06,LAKI-LAKI,AB,KRISTEN,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,Buruh,,,HIDUP,
penduduk-501,kk-98,32010142380501,Umi Wijaya,Bogor,1971-01-24,LAKI-LAKI,-,HINDU,CERAI MATI,ISTRI,S2,Guru,Ayah Umi,Ibu Umi,HIDUP,
penduduk-502,kk-98,32010181230502,Gunawan Kurniawan,Bogor,1945-12-14,PEREMPUAN,-,BUDDHA,BELUM KAWIN,MERTUA,SMA / SEDERAJAT,Buruh,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-503,kk-98,32010111350503,Joko Sari,Bogor,2022-05-25,PEREMPUAN,-,ISLAM,CERAI MATI,ISTRI,S2,Pelajar/Mahasiswa,Ayah Joko,Ibu Joko,HIDUP,
penduduk-504,kk-99,32010139930504,Nur Indrawati,Bogor,2013-10-10,LAKI-LAKI,AB,KONGHUCU,KAWIN,KEPALA KELUARGA,S3,Karyawan Swasta,,,HIDUP,
penduduk-505,kk-99,32010161110505,Umi Wibowo,Bogor,1958-05-01,LAKI-LAKI,A,KONGHUCU,BELUM KAWIN,MENANTU,SMA / SEDERAJAT,Pedagang,Ayah Umi,Ibu Umi,HIDUP,
penduduk-506,kk-99,32010156080506,Kartika Kurniawan,Bogor,1987-05-17,PEREMPUAN,A,BUDDHA,CERAI MATI,CUCU,SD / SEDERAJAT,Karyawan Swasta,Ayah Kartika,Ibu Kartika,PINDAH,
penduduk-507,kk-100,32010121180507,Eko Setiawan,Bogor,1967-03-13,LAKI-LAKI,-,KRISTEN,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,Guru,,,HIDUP,
penduduk-508,kk-100,32010188330508,Nur Kurniawan,Bogor,1953-12-08,LAKI-LAKI,AB,KONGHUCU,CERAI MATI,SUAMI,SD / SEDERAJAT,Guru,Ayah Nur,Ibu Nur,HIDUP,
penduduk-509,kk-100,32010161580509,Hani Prasetyo,Bogor,1951-07-09,LAKI-LAKI,A,KONGHUCU,CERAI MATI,ORANG TUA,D4 / S1,Pedagang,Ayah Hani,Ibu Hani,HIDUP,
penduduk-510,kk-100,32010106660510,Rudi Sari,Bogor,2013-06-19,PEREMPUAN,A,BUDDHA,KAWIN,ORANG TUA,D4 / S1,Karyawan Swasta,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-511,kk-100,32010156050511,Maya Sari,Bogor,1945-03-23,LAKI-LAKI,-,HINDU,CERAI MATI,MERTUA,D1 / D2 / D3,Wiraswasta,Ayah Maya,Ibu Maya,PINDAH,
penduduk-512,kk-101,32010184940512,Dewi Rahayu,Bogor,2002-02-05,LAKI-LAKI,O,KATOLIK,KAWIN,KEPALA KELUARGA,S2,Guru,,,HIDUP,
penduduk-513,kk-101,32010136750513,Umi Wijaya,Bogor,2011-02-11,LAKI-LAKI,B,BUDDHA,BELUM KAWIN,ORANG TUA,SMA / SEDERAJAT,Pelajar/Mahasiswa,Ayah Umi,Ibu Umi,HIDUP,
penduduk-514,kk-101,32010197450514,Maya Purnomo,Bogor,1957-06-12,PEREMPUAN,-,KATOLIK,KAWIN,ANAK,SMP / SEDERAJAT,Pelajar/Mahasiswa,Ayah Maya,Ibu Maya,HIDUP,
penduduk-515,kk-102,32010113970515,Lukman Indrawati,Bogor,1984-01-21,LAKI-LAKI,A,ISLAM,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Perawat,,,PINDAH,
penduduk-516,kk-102,32010164960516,Umi Sari,Bogor,1998-10-10,PEREMPUAN,B,BUDDHA,BELUM KAWIN,MERTUA,SMA / SEDERAJAT,Guru,Ayah Umi,Ibu Umi,HIDUP,
penduduk-517,kk-102,32010171110517,Gunawan Wibowo,Bogor,1992-06-02,LAKI-LAKI,AB,KATOLIK,BELUM KAWIN,ORANG TUA,TIDAK / BELUM SEKOLAH,PNS,Ayah Gunawan,Ibu Gunawan,PINDAH,
penduduk-518,kk-102,32010127370518,Nur Lestari,Bogor,1994-04-15,PEREMPUAN,B,KONGHUCU,CERAI MATI,CUCU,S3,Karyawan Swasta,Ayah Nur,Ibu Nur,HIDUP,
penduduk-519,kk-102,32010187690519,Putri Purnomo,Bogor,2015-04-23,PEREMPUAN,AB,KONGHUCU,KAWIN,KEPALA KELUARGA,SD / SEDERAJAT,Karyawan Swasta,Ayah Putri,Ibu Putri,HIDUP,
penduduk-520,kk-103,32010126470520,Gunawan Setiawan,Bogor,1993-03-05,LAKI-LAKI,O,ISLAM,KAWIN,KEPALA KELUARGA,S2,PNS,,,HIDUP,
penduduk-521,kk-103,32010109490521,Omar Wulandari,Bogor,1980-03-15,LAKI-LAKI,O,KONGHUCU,CERAI MATI,ANAK,SD / SEDERAJAT,Buruh,Ayah Omar,Ibu Omar,PINDAH,
penduduk-522,kk-103,32010175260522,Dewi Sari,Bogor,2009-03-17,PEREMPUAN,-,HINDU,CERAI HIDUP,MENANTU,S3,Pelajar/Mahasiswa,Ayah Dewi,Ibu Dewi,HIDUP,
penduduk-523,kk-103,32010164860523,Rudi Santoso,Bogor,2002-04-08,PEREMPUAN,O,KONGHUCU,CERAI HIDUP,KEPALA KELUARGA,S2,Dokter,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-524,kk-104,32010190730524,Joko Sari,Bogor,2015-01-15,LAKI-LAKI,A,ISLAM,KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Pelajar/Mahasiswa,,,MATI,
penduduk-525,kk-104,32010120680525,Ahmad Wibowo,Bogor,1959-02-26,PEREMPUAN,-,KRISTEN,CERAI MATI,ANAK,SD / SEDERAJAT,Tidak Bekerja,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-526,kk-104,32010198260526,Eko Sari,Bogor,1968-07-15,PEREMPUAN,AB,HINDU,KAWIN,ISTRI,S3,Karyawan Swasta,Ayah Eko,Ibu Eko,MATI,
penduduk-527,kk-104,32010101410527,Lukman Hidayat,Bogor,2009-02-15,PEREMPUAN,-,KATOLIK,CERAI MATI,FAMILI LAIN,SMP / SEDERAJAT,Petani,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-528,kk-105,32010199090528,Sari Lestari,Bogor,1979-08-22,LAKI-LAKI,A,KRISTEN,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,PNS,,,HIDUP,
penduduk-529,kk-105,32010160120529,Fitri Kurniawan,Bogor,2007-02-10,PEREMPUAN,A,HINDU,CERAI MATI,ISTRI,SD / SEDERAJAT,Petani,Ayah Fitri,Ibu Fitri,MATI,
penduduk-530,kk-105,32010141010530,Budi Sari,Bogor,1994-12-26,LAKI-LAKI,B,KONGHUCU,CERAI HIDUP,SUAMI,S3,Pedagang,Ayah Budi,Ibu Budi,HIDUP,
penduduk-531,kk-105,32010181030531,Hani Indrawati,Bogor,1966-09-25,LAKI-LAKI,A,HINDU,BELUM KAWIN,ORANG TUA,BELUM TAMAT SD,Guru,Ayah Hani,Ibu Hani,MATI,
penduduk-532,kk-105,32010152100532,Nur Santoso,Bogor,1954-01-25,LAKI-LAKI,O,KONGHUCU,BELUM KAWIN,FAMILI LAIN,S3,Perawat,Ayah Nur,Ibu Nur,HIDUP,
penduduk-533,kk-105,32010103980533,Joko Hidayat,Bogor,1984-09-16,LAKI-LAKI,B,KRISTEN,CERAI HIDUP,CUCU,TIDAK / BELUM SEKOLAH,Buruh,Ayah Joko,Ibu Joko,HIDUP,
penduduk-534,kk-106,32010132610534,Gunawan Sari,Bogor,2001-09-24,LAKI-LAKI,O,KRISTEN,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Pelajar/Mahasiswa,,,HIDUP,
penduduk-535,kk-106,32010109840535,Fitri Santoso,Bogor,1954-05-14,LAKI-LAKI,B,KRISTEN,CERAI HIDUP,ISTRI,SMP / SEDERAJAT,Perawat,Ayah Fitri,Ibu Fitri,PINDAH,
penduduk-536,kk-106,32010111350536,Putri Sari,Bogor,1976-01-27,PEREMPUAN,AB,HINDU,KAWIN,MENANTU,BELUM TAMAT SD,Guru,Ayah Putri,Ibu Putri,HIDUP,
penduduk-537,kk-106,32010170760537,Tono Sari,Bogor,1979-12-08,LAKI-LAKI,AB,KATOLIK,CERAI HIDUP,ISTRI,S3,PNS,Ayah Tono,Ibu Tono,HIDUP,
penduduk-538,kk-106,32010191090538,Omar Rahayu,Bogor,1993-04-07,PEREMPUAN,A,BUDDHA,KAWIN,SUAMI,SD / SEDERAJAT,Dokter,Ayah Omar,Ibu Omar,HIDUP,
penduduk-539,kk-106,32010142660539,Putri Hidayat,Bogor,1983-08-23,PEREMPUAN,O,BUDDHA,CERAI HIDUP,FAMILI LAIN,SD / SEDERAJAT,Pelajar/Mahasiswa,Ayah Putri,Ibu Putri,HIDUP,
penduduk-540,kk-107,32010140430540,Putri Sari,Bogor,1954-08-27,LAKI-LAKI,A,BUDDHA,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,PNS,,,HIDUP,
penduduk-541,kk-107,32010100130541,Omar Prasetyo,Bogor,1978-06-09,PEREMPUAN,B,ISLAM,CERAI HIDUP,MERTUA,SD / SEDERAJAT,Tidak Bekerja,Ayah Omar,Ibu Omar,PINDAH,
penduduk-542,kk-107,32010118300542,Kartika Wijaya,Bogor,1998-05-21,LAKI-LAKI,B,ISLAM,KAWIN,CUCU,SMP / SEDERAJAT,Tidak Bekerja,Ayah Kartika,Ibu Kartika,MATI,
penduduk-543,kk-107,32010156990543,Umi Santoso,Bogor,1983-04-14,LAKI-LAKI,A,KONGHUCU,KAWIN,ISTRI,D1 / D2 / D3,PNS,Ayah Umi,Ibu Umi,MATI,
penduduk-544,kk-107,32010101580544,Budi Setiawan,Bogor,1952-05-01,LAKI-LAKI,B,BUDDHA,KAWIN,ANAK,S3,Dokter,Ayah Budi,Ibu Budi,MATI,
penduduk-545,kk-107,32010148560545,Siti Wibowo,Bogor,1971-11-06,PEREMPUAN,AB,KRISTEN,KAWIN,ORANG TUA,SMP / SEDERAJAT,Pelajar/Mahasiswa,Ayah Siti,Ibu Siti,MATI,
penduduk-546,kk-108,32010196120546,Putri Wijaya,Bogor,2024-02-22,LAKI-LAKI,B,KONGHUCU,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Guru,,,HIDUP,
penduduk-547,kk-108,32010145170547,Omar Hidayat,Bogor,2019-03-26,PEREMPUAN,-,KRISTEN,CERAI HIDUP,ORANG TUA,S2,PNS,Ayah Omar,Ibu Omar,PINDAH,
penduduk-548,kk-108,32010118070548,Umi Hidayat,Bogor,1997-03-06,PEREMPUAN,B,BUDDHA,BELUM KAWIN,ISTRI,D4 / S1,Pedagang,Ayah Umi,Ibu Umi,HIDUP,
penduduk-549,kk-108,32010177240549,Siti Prasetyo,Bogor,2006-12-01,LAKI-LAKI,AB,HINDU,CERAI HIDUP,ORANG TUA,TIDAK / BELUM SEKOLAH,Wiraswasta,Ayah Siti,Ibu Siti,HIDUP,
penduduk-550,kk-108,32010165770550,Rudi Sari,Bogor,1969-11-13,PEREMPUAN,O,BUDDHA,CERAI HIDUP,FAMILI LAIN,S2,Perawat,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-551,kk-108,32010170520551,Budi Lestari,Bogor,1965-03-28,LAKI-LAKI,O,BUDDHA,KAWIN,MENANTU,SMP / SEDERAJAT,Pelajar/Mahasiswa,Ayah Budi,Ibu Budi,HIDUP,
penduduk-552,kk-108,32010116710552,Kartika Sari,Bogor,1947-07-16,LAKI-LAKI,A,HINDU,KAWIN,MENANTU,SMA / SEDERAJAT,PNS,Ayah Kartika,Ibu Kartika,HIDUP,
penduduk-553,kk-109,32010120730553,Kartika Sari,Bogor,1958-04-20,LAKI-LAKI,B,BUDDHA,KAWIN,KEPALA KELUARGA,D4 / S1,Petani,,,HIDUP,
penduduk-554,kk-109,32010139000554,Eko Rahayu,Bogor,1976-11-01,LAKI-LAKI,AB,HINDU,CERAI HIDUP,ORANG TUA,BELUM TAMAT SD,Perawat,Ayah Eko,Ibu Eko,HIDUP,
penduduk-555,kk-109,32010126820555,Omar Sari,Bogor,2007-06-10,PEREMPUAN,-,KONGHUCU,CERAI HIDUP,MERTUA,SD / SEDERAJAT,Petani,Ayah Omar,Ibu Omar,PINDAH,
penduduk-556,kk-109,32010162260556,Dewi Purnomo,Bogor,1982-05-14,LAKI-LAKI,AB,KRISTEN,CERAI HIDUP,CUCU,SMP / SEDERAJAT,Perawat,Ayah Dewi,Ibu Dewi,HIDUP,
penduduk-557,kk-109,32010195010557,Eko Sari,Bogor,2015-03-07,LAKI-LAKI,AB,HINDU,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,Tidak Bekerja,Ayah Eko,Ibu Eko,HIDUP,
penduduk-558,kk-110,32010186970558,Lukman Sari,Bogor,2004-05-07,LAKI-LAKI,O,KRISTEN,KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Tidak Bekerja,,,PINDAH,
penduduk-559,kk-110,32010126780559,Budi Setiawan,Bogor,1976-12-08,PEREMPUAN,A,KATOLIK,CERAI MATI,ANAK,D4 / S1,Petani,Ayah Budi,Ibu Budi,HIDUP,
penduduk-560,kk-110,32010107260560,Nur Sari,Bogor,1977-02-21,LAKI-LAKI,B,BUDDHA,CERAI MATI,FAMILI LAIN,SMA / SEDERAJAT,Wiraswasta,Ayah Nur,Ibu Nur,PINDAH,
penduduk-561,kk-110,32010186630561,Dewi Santoso,Bogor,1977-04-25,LAKI-LAKI,B,ISLAM,CERAI HIDUP,ANAK,S3,PNS,Ayah Dewi,Ibu Dewi,HIDUP,
penduduk-562,kk-110,32010171490562,Joko Purnomo,Bogor,1989-03-28,PEREMPUAN,O,BUDDHA,CERAI HIDUP,ANAK,D4 / S1,Tidak Bekerja,Ayah Joko,Ibu Joko,HIDUP,
penduduk-563,kk-110,32010189600563,Budi Setiawan,Bogor,1990-11-05,PEREMPUAN,O,KRISTEN,CERAI HIDUP,FAMILI LAIN,SMP / SEDERAJAT,Pedagang,Ayah Budi,Ibu Budi,HIDUP,
penduduk-564,kk-110,32010167820564,Fitri Prasetyo,Bogor,1964-09-09,LAKI-LAKI,B,BUDDHA,BELUM KAWIN,SUAMI,S3,Tidak Bekerja,Ayah Fitri,Ibu Fitri,HIDUP,
penduduk-565,kk-111,32010169950565,Siti Sari,Bogor,2005-04-06,LAKI-LAKI,B,BUDDHA,KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Pedagang,,,MATI,
penduduk-566,kk-111,32010196610566,Maya Hidayati,Bogor,1997-02-03,LAKI-LAKI,B,KATOLIK,KAWIN,ORANG TUA,BELUM TAMAT SD,Tidak Bekerja,Ayah Maya,Ibu Maya,PINDAH,
penduduk-567,kk-111,32010110290567,Umi Wijaya,Bogor,1992-12-22,PEREMPUAN,-,HINDU,KAWIN,MERTUA,TIDAK / BELUM SEKOLAH,Wiraswasta,Ayah Umi,Ibu Umi,PINDAH,
penduduk-568,kk-111,32010159140568,Hani Saputra,Bogor,1974-01-27,PEREMPUAN,AB,KONGHUCU,KAWIN,ANAK,SMP / SEDERAJAT,Petani,Ayah Hani,Ibu Hani,HIDUP,
penduduk-569,kk-112,32010193140569,Fitri Kurniawan,Bogor,1985-11-07,LAKI-LAKI,O,KONGHUCU,KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Petani,,,HIDUP,
penduduk-570,kk-112,32010172970570,Gunawan Rahayu,Bogor,2004-02-24,LAKI-LAKI,O,BUDDHA,CERAI MATI,SUAMI,BELUM TAMAT SD,Dokter,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-571,kk-112,32010182810571,Kartika Purnomo,Bogor,1961-10-28,LAKI-LAKI,AB,ISLAM,BELUM KAWIN,MERTUA,D4 / S1,Wiraswasta,Ayah Kartika,Ibu Kartika,HIDUP,
penduduk-572,kk-112,32010154920572,Putri Santoso,Bogor,1964-08-18,LAKI-LAKI,A,KRISTEN,BELUM KAWIN,CUCU,S3,Tidak Bekerja,Ayah Putri,Ibu Putri,HIDUP,
penduduk-573,kk-112,32010132720573,Omar Wibowo,Bogor,1948-05-09,LAKI-LAKI,B,BUDDHA,KAWIN,ANAK,SD / SEDERAJAT,Wiraswasta,Ayah Omar,Ibu Omar,HIDUP,
penduduk-574,kk-113,32010148970574,Maya Wibowo,Bogor,1974-02-12,LAKI-LAKI,O,KATOLIK,KAWIN,KEPALA KELUARGA,S3,PNS,,,HIDUP,
penduduk-575,kk-113,32010167650575,Putri Sari,Bogor,1996-01-10,LAKI-LAKI,O,HINDU,KAWIN,MENANTU,SMP / SEDERAJAT,PNS,Ayah Putri,Ibu Putri,HIDUP,
penduduk-576,kk-113,32010185930576,Tono Hidayat,Bogor,1964-08-08,PEREMPUAN,A,BUDDHA,CERAI HIDUP,ANAK,D1 / D2 / D3,Buruh,Ayah Tono,Ibu Tono,HIDUP,
penduduk-577,kk-114,32010165780577,Kartika Saputra,Bogor,2001-04-19,LAKI-LAKI,-,KONGHUCU,KAWIN,KEPALA KELUARGA,D4 / S1,PNS,,,HIDUP,
penduduk-578,kk-114,32010179690578,Omar Kurniawan,Bogor,2022-08-22,PEREMPUAN,B,KRISTEN,KAWIN,ISTRI,D1 / D2 / D3,Perawat,Ayah Omar,Ibu Omar,HIDUP,
penduduk-579,kk-114,32010111720579,Nur Hidayat,Bogor,1964-01-18,LAKI-LAKI,O,HINDU,CERAI HIDUP,CUCU,BELUM TAMAT SD,Pedagang,Ayah Nur,Ibu Nur,HIDUP,
penduduk-580,kk-115,32010196530580,Joko Wibowo,Bogor,2006-11-23,LAKI-LAKI,AB,KONGHUCU,KAWIN,KEPALA KELUARGA,S2,Dokter,,,HIDUP,
penduduk-581,kk-115,32010176600581,Putri Hidayati,Bogor,1957-03-21,LAKI-LAKI,A,KRISTEN,KAWIN,CUCU,S2,Karyawan Swasta,Ayah Putri,Ibu Putri,PINDAH,
penduduk-582,kk-115,32010136660582,Hani Wulandari,Bogor,1984-12-24,LAKI-LAKI,O,KRISTEN,BELUM KAWIN,FAMILI LAIN,TIDAK / BELUM SEKOLAH,Dokter,Ayah Hani,Ibu Hani,HIDUP,
penduduk-583,kk-115,32010180590583,Umi Wijaya,Bogor,1953-05-01,LAKI-LAKI,B,BUDDHA,BELUM KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Guru,Ayah Umi,Ibu Umi,HIDUP,
penduduk-584,kk-115,32010126980584,Omar Sari,Bogor,2007-05-25,LAKI-LAKI,AB,KATOLIK,CERAI HIDUP,ORANG TUA,SMP / SEDERAJAT,Dokter,Ayah Omar,Ibu Omar,HIDUP,
penduduk-585,kk-116,32010105470585,Nur Sari,Bogor,1951-07-07,LAKI-LAKI,O,KONGHUCU,KAWIN,KEPALA KELUARGA,S3,Karyawan Swasta,,,HIDUP,
penduduk-586,kk-116,32010194360586,Indra Santoso,Bogor,1966-02-17,PEREMPUAN,O,KRISTEN,CERAI HIDUP,ISTRI,SD / SEDERAJAT,Dokter,Ayah Indra,Ibu Indra,HIDUP,
penduduk-587,kk-116,32010174710587,Indra Sari,Bogor,1980-05-21,PEREMPUAN,A,HINDU,BELUM KAWIN,MERTUA,SD / SEDERAJAT,PNS,Ayah Indra,Ibu Indra,HIDUP,
penduduk-588,kk-116,32010136280588,Rudi Purnomo,Bogor,1969-06-01,LAKI-LAKI,A,KONGHUCU,CERAI HIDUP,KEPALA KELUARGA,SMA / SEDERAJAT,Karyawan Swasta,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-589,kk-117,32010103210589,Sari Kurniawan,Bogor,1982-10-19,LAKI-LAKI,A,KONGHUCU,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Dokter,,,PINDAH,
penduduk-590,kk-117,32010143180590,Eko Sari,Bogor,2024-08-06,LAKI-LAKI,-,KONGHUCU,CERAI MATI,MERTUA,D1 / D2 / D3,PNS,Ayah Eko,Ibu Eko,HIDUP,
penduduk-591,kk-117,32010192650591,Gunawan Prasetyo,Bogor,1970-07-16,LAKI-LAKI,O,HINDU,BELUM KAWIN,SUAMI,BELUM TAMAT SD,Wiraswasta,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-592,kk-117,32010110980592,Omar Prasetyo,Bogor,2003-07-16,LAKI-LAKI,A,KONGHUCU,CERAI MATI,MERTUA,S3,Pedagang,Ayah Omar,Ibu Omar,HIDUP,
penduduk-593,kk-117,32010115100593,Umi Wijaya,Bogor,1969-07-19,PEREMPUAN,A,KRISTEN,BELUM KAWIN,CUCU,D4 / S1,PNS,Ayah Umi,Ibu Umi,HIDUP,
penduduk-594,kk-118,32010104970594,Rudi Wibowo,Bogor,1960-11-18,LAKI-LAKI,A,KONGHUCU,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Guru,,,MATI,
penduduk-595,kk-118,32010114600595,Putri Purnomo,Bogor,2024-10-25,LAKI-LAKI,A,BUDDHA,CERAI HIDUP,CUCU,SMP / SEDERAJAT,Karyawan Swasta,Ayah Putri,Ibu Putri,HIDUP,
penduduk-596,kk-118,32010178350596,Lukman Sari,Bogor,2021-04-26,PEREMPUAN,B,KRISTEN,KAWIN,MENANTU,SMA / SEDERAJAT,Perawat,Ayah Lukman,Ibu Lukman,MATI,
penduduk-597,kk-118,32010196410597,Indra Rahayu,Bogor,2009-12-26,LAKI-LAKI,O,ISLAM,CERAI HIDUP,MERTUA,S3,Buruh,Ayah Indra,Ibu Indra,HIDUP,
penduduk-598,kk-118,32010121630598,Lukman Lestari,Bogor,2009-08-22,LAKI-LAKI,B,KONGHUCU,CERAI HIDUP,SUAMI,SD / SEDERAJAT,Pelajar/Mahasiswa,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-599,kk-118,32010195880599,Lukman Lestari,Bogor,1954-08-10,PEREMPUAN,B,KRISTEN,CERAI MATI,ANAK,S2,Guru,Ayah Lukman,Ibu Lukman,MATI,
penduduk-600,kk-119,32010142980600,Omar Prasetyo,Bogor,2023-02-26,LAKI-LAKI,B,ISLAM,KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Dokter,,,HIDUP,
penduduk-601,kk-119,32010106430601,Eko Purnomo,Bogor,2023-08-07,LAKI-LAKI,A,BUDDHA,KAWIN,ISTRI,TIDAK / BELUM SEKOLAH,Perawat,Ayah Eko,Ibu Eko,HIDUP,
penduduk-602,kk-119,32010197870602,Hani Lestari,Bogor,1990-09-12,PEREMPUAN,-,ISLAM,BELUM KAWIN,CUCU,D1 / D2 / D3,Buruh,Ayah Hani,Ibu Hani,PINDAH,
penduduk-603,kk-119,32010137270603,Lukman Setiawan,Bogor,1997-09-07,LAKI-LAKI,O,ISLAM,CERAI HIDUP,MENANTU,D4 / S1,Guru,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-604,kk-119,32010137210604,Putri Indrawati,Bogor,2020-04-07,PEREMPUAN,AB,KONGHUCU,CERAI MATI,SUAMI,S3,Guru,Ayah Putri,Ibu Putri,MATI,
penduduk-605,kk-120,32010136430605,Gunawan Purnomo,Bogor,2017-04-05,LAKI-LAKI,O,BUDDHA,KAWIN,KEPALA KELUARGA,SMA / SEDERAJAT,Pedagang,,,HIDUP,
penduduk-606,kk-120,32010157010606,Tono Sari,Bogor,1975-05-11,PEREMPUAN,-,KONGHUCU,KAWIN,FAMILI LAIN,BELUM TAMAT SD,Wiraswasta,Ayah Tono,Ibu Tono,HIDUP,
penduduk-607,kk-120,32010189100607,Siti Sari,Bogor,1982-03-03,PEREMPUAN,O,KATOLIK,BELUM KAWIN,FAMILI LAIN,D1 / D2 / D3,Guru,Ayah Siti,Ibu Siti,PINDAH,
penduduk-608,kk-121,32010147340608,Ahmad Hidayat,Bogor,2022-01-11,LAKI-LAKI,A,ISLAM,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Guru,,,HIDUP,
penduduk-609,kk-121,32010141450609,Putri Indrawati,Bogor,1968-06-20,LAKI-LAKI,B,BUDDHA,CERAI HIDUP,MENANTU,TIDAK / BELUM SEKOLAH,Perawat,Ayah Putri,Ibu Putri,HIDUP,
penduduk-610,kk-121,32010158510610,Fitri Setiawan,Bogor,2015-01-10,LAKI-LAKI,AB,HINDU,CERAI MATI,ISTRI,S3,PNS,Ayah Fitri,Ibu Fitri,PINDAH,
penduduk-611,kk-121,32010140210611,Hani Setiawan,Bogor,2024-07-21,PEREMPUAN,-,KONGHUCU,KAWIN,MENANTU,SD / SEDERAJAT,PNS,Ayah Hani,Ibu Hani,HIDUP,
penduduk-612,kk-121,32010161240612,Lukman Wijaya,Bogor,1981-10-23,PEREMPUAN,A,BUDDHA,CERAI MATI,FAMILI LAIN,SD / SEDERAJAT,Karyawan Swasta,Ayah Lukman,Ibu Lukman,PINDAH,
penduduk-613,kk-122,32010186260613,Dewi Wulandari,Bogor,2005-05-28,LAKI-LAKI,B,KATOLIK,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Petani,,,HIDUP,
penduduk-614,kk-122,32010197810614,Sari Sari,Bogor,2018-06-16,LAKI-LAKI,AB,KATOLIK,CERAI MATI,ANAK,S2,Perawat,Ayah Sari,Ibu Sari,HIDUP,
penduduk-615,kk-122,32010156190615,Tono Prasetyo,Bogor,1991-01-08,LAKI-LAKI,AB,BUDDHA,BELUM KAWIN,CUCU,S2,Karyawan Swasta,Ayah Tono,Ibu Tono,HIDUP,
penduduk-616,kk-122,32010150100616,Fitri Sari,Bogor,1946-08-07,LAKI-LAKI,-,KATOLIK,KAWIN,MERTUA,SD / SEDERAJAT,Perawat,Ayah Fitri,Ibu Fitri,HIDUP,
penduduk-617,kk-122,32010141050617,Umi Prasetyo,Bogor,1995-08-23,LAKI-LAKI,-,KONGHUCU,CERAI HIDUP,ISTRI,D1 / D2 / D3,Wiraswasta,Ayah Umi,Ibu Umi,HIDUP,
penduduk-618,kk-123,32010158240618,Gunawan Santoso,Bogor,2018-06-02,LAKI-LAKI,-,KRISTEN,KAWIN,KEPALA KELUARGA,S2,Pedagang,,,HIDUP,
penduduk-619,kk-123,32010154100619,Gunawan Indrawati,Bogor,1966-02-10,LAKI-LAKI,AB,KATOLIK,CERAI HIDUP,ANAK,BELUM TAMAT SD,Dokter,Ayah Gunawan,Ibu Gunawan,PINDAH,
penduduk-620,kk-123,32010155270620,Sari Hidayati,Bogor,1960-08-13,PEREMPUAN,-,KRISTEN,CERAI HIDUP,KEPALA KELUARGA,D1 / D2 / D3,Petani,Ayah Sari,Ibu Sari,HIDUP,
penduduk-621,kk-123,32010199260621,Umi Rahayu,Bogor,1999-07-13,LAKI-LAKI,O,BUDDHA,CERAI HIDUP,SUAMI,BELUM TAMAT SD,Tidak Bekerja,Ayah Umi,Ibu Umi,HIDUP,
penduduk-622,kk-123,32010194130622,Umi Wibowo,Bogor,1954-02-05,LAKI-LAKI,AB,KATOLIK,CERAI HIDUP,MERTUA,D1 / D2 / D3,PNS,Ayah Umi,Ibu Umi,HIDUP,
